address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"Apt No. 2,Surya Sangolda Building, Chogm Road, Sangolda Porvorim Goa, 403521 Sangolda, India – Show map",sangolda,India,2016-09-01,"","Located in Sangolda, Super Service Apartment features a garden and year-round outdoor pool. Calangute is 6 km away. Free private parking is available on site. All units include a dining area and a seating area with a cable flat-screen TV. There is also a kitchen, equipped with a microwave and toaster. A fridge and kettle are also offered. Each unit is equipped with a private bathroom with a bath or shower. Towels and bed linen are featured. Panaji is 5 km from Super Service Apartment, while Candolim is 6 km from the property. The nearest airport is Goa International Airport, 18 km from the property.","Miscellaneous:Air conditioning|Lift|Family rooms•Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Additional Toilet|Bath or Shower|Bathroom|Toilet•Bedroom:Wardrobe/Closet•Outdoors:Outdoor furniture|Outdoor pool (all year)|Balcony|Garden•Building characteristics:Private flat in building•Kitchen:Dining table|Electric kettle|Kitchen|Washing Machine|Microwave|Refrigerator•Accessibility:Upper floors accessible by lift•Room Amenities:Drying rack for clothing|Clothes rack|Tile/Marble floor|Private entrance|Fan|Ironing Facilities|Iron•Services & Extras:Wake-up service•Pets:Free!
Pets are allowed on request. No extra charges.•Living Area:Dining area|Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|TV•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service•Languages spoken:","","",15.543692304763287,"",73.81484440029146,http://www.booking.com/hotel/in/super-service-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1764048,Super Service Apartment,201,"",2016-09-01 11:52:38 +0000,6,One-Bedroom Apartment,Palmsntides,276,8,"",http://www.booking.com/,Share,Goa,49ba7a4b966d5959f112566a46b604f9,""
"#42/5, Central Street, Shivaji Nagar, 560001 Bangalore, India – Great location -",bangalore,India,2016-09-01,"","Featuring free WiFi, a restaurant and a terrace, Hotel Select offers accommodation in Bangalore. Guests can enjoy the on-site restaurant. Every room has a TV with satellite channels. Certain rooms include a seating area where you can relax. You will find a kettle in the room. Each room comes with a private bathroom equipped with a shower. For your comfort, you will find slippers and free toiletries. You will find a 24-hour front desk, hairdresser's, and gift shop at the property. Room service is available. The hotel also offers car hire. Chinnaswamy Stadium is 600 m from Hotel Select, while Commercial Street is 600 m away. Kempegowda International Airport is 27 km from the property.","Bathroom:Toilet paper|Linen|Towels|Slippers|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Outdoors:Terrace•Kitchen:Electric kettle|Refrigerator•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Satellite Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Breakfast in the room|Restaurant|Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Public parking is possible at a location nearby (reservation is not needed) and costs  INR 200 per  day.•Reception services:Lockers|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Meeting/banquet facilities•General:Grocery deliveries|Mini-market on site|Shared lounge/TV area|Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Shops (on site)|Wake-up service|Heating|Tile/Marble floor|Car hire|Packed lunches|Carpeted|Gift shop|Safety deposit box|Lift|Fan|Barber/beauty shop|Ironing Facilities|Newspapers|Room service•Languages spoken:",2-star hotel,"",12.982130993086336,"",77.60331007249147,http://www.booking.com/hotel/in/select.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1743448,Hotel Select,204,"",2016-09-01 11:52:38 +0000,30,Superior Double Room,Treebo Royal 9 Hotel|Tom's Hotel,387,8.2,"",http://www.booking.com/,Share,Karnataka,58bb53aed634d2a933ca1863d5d4c471,""
"Akshara guest house 71,gangaur ghat,near bagore ki haveli museum Udaipur, rajasthan, 313001 Udaipur, India – Show map",udaipur,India,2016-09-01,"","Offering a sun terrace and views of the mountain, Akshara guest house is set in Udaipur in the Rajasthan Region, a few steps from Bagore ki Haveli. Guests can enjoy the on-site restaurant. Some units feature a seating area to relax in after a busy day. Certain units have views of the lake or city. Akshara guest house features free WiFi . A flat-screen TV with satellite channels is provided. There is a 24-hour front desk at the property. Jagdish temple is 100 m from Akshara guest house, while City Palace of Udaipur is 400 m from the property. The nearest airport is Maharana Pratap Airport, 22 km from Akshara guest house.","Bathroom:Toilet paper|Towels|Bath or Shower|Slippers|Bathroom|Bath|Shower•View:City view|Landmark view|Mountain view|Lake view|View•Outdoors:Sun terrace|Balcony|Terrace•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Video|Telephone|TV•Food & Drink:Special diet menus (on request)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Services:Trouser press|Ticket service|Tour desk|Packed lunches|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Mini-market on site|Allergy-free room|Tile/Marble floor|Private entrance|Fan|Non-smoking rooms|Air Conditioning","","",24.579665459259317,"",73.68255883455276,http://www.booking.com/hotel/in/akshara-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760549,Akshara guest house,216,"",2016-09-01 11:52:38 +0000,14,Small Double Room,Udai Haveli Guest House|Hotel Lake Paradise|Moustache Udaipur,223,8.2,"",http://www.booking.com/,Share,Rajasthan,b579811037e2bad5cf85b16a366e7d0f,""
"Durag Niwas Guesthouse,, 342001 Jodhpur, India – Show map",jodhpur,India,2016-09-01,"","Set 1.9 km from Mehrangarh Fort in Jodhpur, Durag Niwas Guest House features a restaurant and free WiFi. The guest house has a children's playground and sun terrace, and guests can enjoy a meal at the restaurant. Some rooms feature a seating area where you can relax. Every room comes with a private bathroom. There is a 24-hour front desk at the property. The guest house also offers car hire. Umaid Bhawan Palace Museum is 1.6 km from Durag Niwas Guest House, while Jaswant Thada is 2 km from the property. The nearest airport is Jodhpur Airport, 3 km from the property.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Shower•View:Garden view•Outdoors:Sun terrace|Terrace•Kitchen:Shared kitchen|Cleaning products•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Library|Children's playground|Massage•Living Area:Seating Area|Desk•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Reception services:Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk•Entertainment and family services:Babysitting/child services•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Grocery deliveries|Shared lounge/TV area|Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Mosquito net|Wake-up service|Tile/Marble floor|Private entrance|Car hire|Packed lunches|Chapel/shrine|Fan|Ironing Facilities|Trouser Press|Non-smoking rooms|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:","","",26.287483057470986,"",73.03367782384157,http://www.booking.com/hotel/in/durag-niwas-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1758878,Durag Niwas Guest House,216,"",2016-09-01 11:52:38 +0000,17,Superior Double Room,Kesar Heritage Guest House,"","","",http://www.booking.com/,Share,Rajasthan,cbe608a69c580f53bee37a245246da01,""
"",gangtok,India,2016-09-01,"","","",1-star hotel,"",27.3038624057702,"",88.580414056778,http://www.booking.com/hotel/in/brothers-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Double Room,"","",7.4,"",http://www.booking.com/,"",Sikkim,12c34ee6aa4af39a46cdcd6f794f0954,""
"Kamyakam, Arthunkal, 688530 Mararikulam, India – Show map",mararikulam,India,2016-09-01,"","Offering a children's playground and views of the garden, Cassia Mansion is located in Mararikulam, 36 km from Cochin. Free private parking is available on site. Every room at this bed and breakfast is air conditioned and comes with a flat-screen TV and DVD player. Certain units have a seating area for your convenience. You will find a kettle in the room. Rooms have a private bathroom with a bath and bidet, with bathrobes and slippers provided. Extras include free toiletries and a hairdryer. Cassia Mansion features free WiFi . There is a 24-hour front desk at the property. Guests can enjoy various activities in the surroundings, including cycling, fishing and canoeing. The bed and breakfast also offers bike hire and car hire. Alleppey is 15 km from Cassia Mansion, while Kumarakom is 16 km from the property. Kochi International Airport is 57 km away.","Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Slippers|Bathroom|Toilet|Free toiletries|Bathrobe|Hairdryer|Bath|Shower•Bedroom:Wardrobe/Closet|Alarm clock•View:City view|Landmark view|Garden view|View•Outdoors:Outdoor dining area|Outdoor furniture|Patio|Terrace|Garden•Kitchen:Shared kitchen|Cleaning products|Electric kettle•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Cycling|Canoeing|Bicycle rental|Children's playground|Fishing•Living Area:Seating Area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Video|CD Player|DVD Player|Telephone|TV•Food & Drink:Kid meals|Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Shared lounge/TV area|Lockers•Reception services:Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk•Entertainment and family services:Children television networks|Baby safety gates|Indoor play area|Board games/puzzles|Baby safety gates|Board games/puzzles|Child safety socket covers•Cleaning services:Daily maid service|Ironing service|Laundry•Business facilities:Fax/photocopying•General:Air conditioning|Mosquito net|Wake-up service|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Chapel/shrine|Soundproof rooms|Fan|Family rooms|Ironing Facilities|Non-smoking rooms|Iron|Newspapers|Wake Up Service/Alarm Clock|Safety Deposit Box|Room service•Languages spoken:","","",9.65229641453643,"",76.29976719617844,http://www.booking.com/hotel/in/cassia-mansion.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760640,Cassia Mansion,208,"",2016-09-01 11:52:38 +0000,23,Deluxe Double or Twin Room,Raheem Residency,118,8,"",http://www.booking.com/,Share,Kerala,4773ee8cd04f1b658801e89fc3f1b1a8,""
"Hee Bermiok Bazaar, Kaluk, District---Geyzing, 737113 Rinchingpong, India – Show map",rinchingpong,India,2016-09-01,"","Hotel Silent Valley is located in Rinchingpong, 24 km from Darjeeling. Guests can enjoy the on-site restaurant. Free private parking is available on site. A flat-screen TV with satellite channels is featured. You will find room service at the property. The hotel also offers car hire. The nearest airport is Bagdogra Airport, 64 km from the property.","Bathroom:Linen|Towels•Outdoors:Balcony•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Satellite Channels|TV•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Ticket service|Tour desk|Car hire|Room service•General:Private entrance|Heating","",2,27.253246599483106,"",88.2771098613739,http://www.booking.com/hotel/in/silent-valley.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1753167,Hotel Silent Valley,204,"",2016-09-01 11:52:38 +0000,9,Double Room,Hotel Norling,18,5.5,"",http://www.booking.com/,Share,Sikkim,980446aaa313be2092d49b4f9e2baa9e,""
"Kovalam Road, 603104 Mahabalipuram, India – Show map",mahabalipuram,India,2016-09-01,"","Located in the Mahabalipuram Beach district in Mahabalipuram, 46 km from Chennai, Srinivasa Residency features air-conditioned rooms with free WiFi throughout the property. Free private parking is available on site. Every room is equipped with a flat-screen TV. All rooms are fitted with a private bathroom equipped with a shower. You will find dry cleaning services at the property. The nearest airport is Chennai International Airport, 40 km from Srinivasa Residency.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Shower•View:View•Outdoors:Terrace•Room Amenities:Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Media & Technology:Flat-screen TV|Cable Channels•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Daily maid service|Ironing service|Dry cleaning|Laundry|Room service•General:Air conditioning|Mosquito net|Tile/Marble floor|Fan•Languages spoken:",5-star hotel,"",12.625106793955267,"",80.1950504198212,http://www.booking.com/hotel/in/srinivasa-residency-mahabalipuram.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760505,Srinivasa Residency,204,"",2016-09-01 11:52:38 +0000,12,Deluxe Family Room,InterContinental Chennai Mahabalipuram Resort|Rajalakshmi Guesthouse|Silver Moon Guest House,243,8.1,"",http://www.booking.com/,Share,Tamil Nadu,fddb184250712a75408789d4109d322f,""
"A152, Road No.4, Near IGI Airport, Mahipalpur,, Mahipalpur, 110037 New Delhi, India – This neighbourhood is a great choice for travellers interested in history, food, and culture – Check location Show map",new delhi,India,2016-09-01,"","One of our bestsellers in New Delhi! Featuring free WiFi throughout the property, Airport Hotel Aerotech offers accommodation in New Delhi, 11 km from Qutub Minar. All rooms are equipped with a flat-screen satellite TV and a seating area to relax in after a busy day. Each room is fitted with a private bathroom. There is a 24-hour front desk at the property. Services like laundry and dry cleaning are provided. The hotel also offers car hire. Rashtrapati Bhavan is 12.4 km from Airport Hotel Aerotech, while India Gate is 18 km away. Delhi International Airport is 3 km from the property. Mahipalpur is a great choice for travellers interested in history, food and culture.","Bathroom:Toilet paper|Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•View:City view•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre•General:Shuttle service (surcharge)|Air conditioning|Mosquito net|Wake-up service|Tile/Marble floor|Car hire|Lift|Heating|Fan|Ironing Facilities|Non-smoking rooms|Iron|Newspapers|Room service•Languages spoken:",3-star hotel,36,28.549440148529214,Mahipalpur,77.12985765767212,http://www.booking.com/hotel/in/airport-aerotech.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1744938,Airport Hotel Aerotech,204,Mahipalpur,2016-09-01 11:52:38 +0000,22,Standard Double Room,Hotel Airport Land|Airport Hotel Marina|Hotel The Raj,17,5.7,Value for money:6|Comfort:5.7|Location:5.7|Cleanliness:5.6|Facilities:5.5|Staff:5.5|Free WiFi:2.5,http://www.booking.com/,Share,Delhi NCR,6557890a7390f27375126a8f3a5517af,Mahipalpur
"Kempegowda International Airport Road,Opp Reliance Petrol Pump,Near Decathlon,Chikkajala, 562157 Yelahanka, India – Great location -",yelahanka,India,2016-09-01,"","Situated in Yelahanka, 4.1 km from Bangalore Aero Show 2015, Breeze Suites boasts air-conditioned rooms with free WiFi throughout the property. Free private parking is available on site. Each room is equipped with a flat-screen TV with cable channels. You will find a kettle in the room. Each room is fitted with a private bathroom equipped with a shower. Extras include slippers, free toiletries and a hairdryer. You will find a 24-hour front desk at the property. The hotel also offers car hire. The nearest airport is Kempegowda International Airport, 9 km from the property.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•Kitchen:Electric kettle•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Cable Channels|Telephone|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Luggage storage|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Car hire|Safety deposit box|Lift|Fan|Family rooms|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3-star hotel,21,13.1632089278459,"",77.633184492588,http://www.booking.com/hotel/in/breeze-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763699,Breeze Suites,204,"",2016-09-01 11:52:38 +0000,16,Standard Double Room,The Gateway Hotel Residency Road|Taj Bangalore,15,8.7,Comfort:9|Free WiFi:9|Cleanliness:8.8|Staff:8.7|Value for money:8.7|Facilities:8.4|Location:8.3,http://www.booking.com/,Share,Karnataka,1801efb16b70fdf8511a1f73917fe5a5,""
"Plot no 118/119,A block ,Street No 3 Mahipalpur, Mahipalpur, 110037 New Delhi, India – This neighbourhood is a great choice for travellers interested in history, food, and culture – Check location Show map",new delhi,India,2016-09-01,"","One of our bestsellers in New Delhi! Airport Hotel Sunrise Moon is set in New Delhi, 6 km from Qutub Minar and 10 km from Rashtrapati Bhavan. Free WiFi is featured and free private parking is available on site. Every room at this hotel is air conditioned and has a flat-screen TV. Each room is fitted with a private bathroom. There is a 24-hour front desk at the property. India Gate is 12 km from Airport Hotel Sunrise Moon, while Jantar Mantar is 12 km away. The nearest airport is Delhi International Airport, 3 km from the property. Mahipalpur is a great choice for travellers interested in history, food and culture.","Bathroom:Toilet paper|Towels|Bath or Shower|Bathroom|Toilet|Shower•Bedroom:Wardrobe/Closet•Pets:Pets are not allowed.•Living Area:Desk•Media & Technology:Flat-screen TV|Telephone•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Wake-up service|Fax/photocopying|Currency exchange|24-hour front desk|Meeting/banquet facilities•General:Air conditioning|Tile/Marble floor|Heating|Fan|Non-smoking rooms|Newspapers•Languages spoken:",1-star hotel,"",28.548358081211852,Mahipalpur,77.12754331635506,http://www.booking.com/hotel/in/airport-sunrise-moon.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1758238,Airport Hotel Sunrise Moon,204,Mahipalpur,2016-09-01 11:52:38 +0000,12,Deluxe Double Room (2 Adults + 1 Child),"Airport RTS Hotel|Pride Plaza Hotel, Aerocity New Delhi|Meditation Palace",74,7.2,"",http://www.booking.com/,Share,Delhi NCR,0ba6e198c5f2ef8652a390d4dc20cbd6,Mahipalpur
"Kempegowda International Airport Road,Opp Reliance Petrol Pump,Near Decathlon,Chikkajala, 562157 Yelahanka, India – Great location -",yelahanka,India,2016-09-01,"","Situated in Yelahanka, 4.1 km from Bangalore Aero Show 2015, Breeze Suites boasts air-conditioned rooms with free WiFi throughout the property. Free private parking is available on site. Each room is equipped with a flat-screen TV with cable channels. You will find a kettle in the room. Each room is fitted with a private bathroom equipped with a shower. Extras include slippers, free toiletries and a hairdryer. You will find a 24-hour front desk at the property. The hotel also offers car hire. The nearest airport is Kempegowda International Airport, 9 km from the property.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•Kitchen:Electric kettle•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Cable Channels|Telephone|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Luggage storage|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Car hire|Safety deposit box|Lift|Fan|Family rooms|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3-star hotel,"",13.1632089278459,"",77.633184492588,http://www.booking.com/hotel/in/breeze-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763699,Breeze Suites,204,"",2016-09-01 11:52:38 +0000,16,Standard Double Room,The Gateway Hotel Residency Road|Taj Bangalore,15,8.7,Cleanliness:8.8|Comfort:9|Location:8.3|Facilities:8.4|Staff:8.7|Value for money:8.7|Free WiFi:9,http://www.booking.com/,Share,Karnataka,105d9383de28265d5e9e1fed1445e92c,""
"",candolim,India,2016-09-01,"","","",5 stars,"",15.5275680303864,"",73.7826355732977,http://www.booking.com/hotel/in/villa-amadeus.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Double Room with Balcony,"","",8.5,"",http://www.booking.com/,"",Goa,da30cfbfdecf4288756ad529c40be62e,""
